Name,Year,Duration,Genre,Rating,Director,Actor 1,Actor 2,Actor 3
Bollywood: The Greatest Love Story Ever Told,2011.0,81.0,Documentary,6.1,Rakeysh Omprakash Mehra,Jeff Zimbalist,Amitabh Bachchan,Aishwarya Rai Bachchan
Bolo Hau,2021.0,94.0,"Comedy, Romance",5.841621416845562,Tarun Dhanrajgir,Jahnavi Dhanrajgir,Adnan Sajid Khan,Preeti Nigam
Bolo Raam,2009.0,103.0,"Action, Crime, Drama",5.2,Rakesh Chaturvedi Om,Rishi Bhutani,Disha Pandey,Padmini Kolhapure
Bolti Bulbul,1942.0,142.0,Other,5.841621416845562,Dhirubhai Desai,Unknown,Unknown,Unknown
Bolti Nadi - Into the Sakri River Basin,2020.0,76.0,Documentary,5.841621416845562,Amir Hashmi,Amir Hashmi,Unknown,Unknown
Bom,2011.0,117.0,"Documentary, History",8.2,Amlan Datta,Unknown,Unknown,Unknown
Bomb Blast,1993.0,153.0,"Action, Thriller",6.4,Deepak Balraj Vij,Ronit Roy,Aditya Pancholi,Kishori Shahane
Bombai Ka Babu,1960.0,154.0,"Drama, Musical, Romance",7.0,Raj Khosla,Dev Anand,Suchitra Sen,Jeevan
Bombairiya,2019.0,104.0,"Comedy, Crime, Drama",4.5,Pia Sukanya,Radhika Apte,Akshay Oberoi,Siddhant Kapoor
Bombay,1949.0,142.0,Other,5.841621416845562,C.R. Bajaj,Bhudo Advani,Choudhry,Uday Kumar
Bombay 405 Miles,1980.0,164.0,"Comedy, Action",6.9,Brij,Zeenat Aman,Vinod Khanna,Shatrughan Sinha
Bombay Boys,1998.0,105.0,"Comedy, Crime, Drama",6.5,Kaizad Gustad,Naveen Andrews,Rahul Bose,Alexander Gifford
Bombay by Nite,1969.0,127.0,"Crime, Drama",5.841621416845562,A. Shamsheer,Sanjeev Kumar,Kumkum,Bela Bose
Bombay Calling,1942.0,142.0,Other,5.841621416845562,Ghulam Rasool,Unknown,Unknown,Unknown
Bombay Central,1960.0,133.0,Action,5.841621416845562,Krishna Kumari,Samar Roy,Sumati,Kesari
Bombay Crime,2001.0,133.0,Action,5.841621416845562,Tinnu Anand,Sulabha Deshpande,Anant Jog,Bharat Kapoor
Bombay Dreams,2002.0,123.5,Musical,5.841621416845562,Steven Pimlott,Raza Jaffrey,Preeya Kalidas,Ayesha Dharker
Bombay Express,1981.0,133.0,Action,5.6,Kamal Haasan,Madhavi,Swapna,Unknown
Bombay Fantasy,1983.0,140.0,"Adventure, Romance",5.841621416845562,Pankaj Dheer,Zalim Khan,Shabana Murti,Vibhushan Singh Paul
Bombay Girl,2021.0,121.0,Drama,5.841621416845562,Ssanjay Tripaathi,Janhvi Kapoor,Unknown,Unknown
Bombay Girls,2001.0,132.0,"Drama, Adventure",5.841621416845562,Poonam Sinha,Shakti Kapoor,Bappi Lahiri,Sonia
Bombay Ka Chor,1962.0,107.0,"Crime, Mystery",7.0,S.D. Narang,Kishore Kumar,Mala Sinha,Amar
Bombay Ka Raja,1992.0,133.0,Action,5.841621416845562,Pradeep Khanna,Unknown,Unknown,Unknown
Bombay Mail 109,1980.0,135.0,Drama,5.841621416845562,T.R. Sundaram,Aachi Manorama,Suruli Rajan,V.K. Ramasamy
Bombay Police,1992.0,133.0,Action,5.4,Narayana Rao Uppalapati,Nagarjuna Akkineni,J.D. Chakravarthi,Prabhu Deva
Bombay Race Course,1965.0,127.0,"Crime, Drama",5.841621416845562,Kedar Kapoor,Nalini Jaywant,Ajit,Johnny Walker
Bombay Romance,2019.0,130.0,Romance,5.841621416845562,Jugal Raja,Shonita Joshi,Jaskaran Singh,Unknown
Bombay Rose,2019.0,97.0,"Animation, Drama, Romance",6.0,Gitanjali Rao,Cyli Khare,Amit Deondi,Gargi Shitole
Bombay Summer,2018.0,140.0,"Adventure, Romance",5.841621416845562,Ranjeet Kumar,Sachin Kumar Meena,Unknown,Unknown
Bombay Talkies,2013.0,127.0,Drama,6.7,Zoya Akhtar,Dibakar Banerjee,Karan Johar,Anurag Kashyap
Bombay to Bangkok,2008.0,120.0,"Comedy, Crime, Romance",4.6,Nagesh Kukunoor,Shreyas Talpade,Lena Christensen,Vijay Maurya
Bombay to Goa,1972.0,132.0,"Action, Adventure, Comedy",6.8,Mehmood,S. Ramanathan,Mehmood,Aruna Irani
Bombay Town,1975.0,133.0,Action,5.841621416845562,Radhakant,Padma Khanna,Rakesh Pandey,Hemant Raj
Bombay Velvet,2015.0,149.0,"Action, Crime, Drama",5.6,Anurag Kashyap,Ranbir Kapoor,Anushka Sharma,Karan Johar
Bombay War,1990.0,133.0,Action,5.841621416845562,Vinay Apte,Dnyanadeo Aroskar,Ramesh Bhatkar,Huma Khan
Bombshell,1935.0,142.0,Other,5.841621416845562,Ishwarlal,Dinkar Rao,Khurshid Begum,Hadi
Bond 303,1985.0,139.0,"Action, Adventure, Crime",4.9,Ravi Tandon,Jeetendra,Parveen Babi,Tom Alter
Bond of Love,2001.0,174.0,"Drama, Family",5.1,Suneel Darshan,Amitabh Bachchan,Rakhee Gulzar,Akshay Kumar
Bonny,1993.0,130.0,Romance,5.841621416845562,Anwar Ali,Binju Ali,Mona Ambegaonkar,Raj Babbar
Book of Azrael,2019.0,109.0,Horror,5.841621416845562,Rituparna DasDatta,Sahidur Rahaman,Kalpana Jha,Mishka Halim
Boom,2003.0,100.0,"Crime, Thriller",2.3,Kaizad Gustad,Amitabh Bachchan,Jackie Shroff,Gulshan Grover
Boom Boom Wale,2015.0,94.0,"Adventure, Comedy",5.841621416845562,Manish Pandya,Ankush Deshmukh,Siddhartha Mishra,Unknown
Boond,2001.0,137.0,"Action, Crime, Drama",4.2,Inayat Mahshar,Navin Berry,Pankaj Berry,Birbal
Boond Jo Ban Gayee Moti,1967.0,122.0,"Crime, Drama, Romance",6.8,Shantaram Rajaram Vankudre,Jeetendra,Mumtaz,Akashdeep
Boondi Raita,2019.0,121.0,Drama,5.841621416845562,Kamal Chandra,Sonnalli Seygall,Rajesh Sharma,Shilpa Shinde
Boot Polish,1954.0,90.0,"Comedy, Drama, Family",8.0,Prakash Arora,Kumari Naaz,Ratan Kumar,David Abraham
Border,1997.0,176.0,"Action, Drama, History",7.9,J.P. Dutta,Sunny Deol,Sunil Shetty,Akshaye Khanna
Border Hindustan Ka,2003.0,151.5,"Action, Romance",5.1,Yogesh Bharadwaj,Faisal Khan,Rajat Bedi,Aditya Pancholi
Border Kashmir,2002.0,107.0,Action,2.9,Teerat Singh,Dharmendra,Dinesh Hingoo,Anjali Kholapure
Borderlands,2021.0,76.0,Documentary,9.0,Samarth Mahajan,Unknown,Unknown,Unknown
Borivali Ka Bruce Lee,2019.0,124.0,Comedy,5.841621416845562,Ashutosh Warang,Ayesha Takia,Ashwin Mushran,Supriya Pilgaonkar
Boss,1989.0,133.0,Action,5.841621416845562,Mithun Chakraborty,Kiran Kumar,Unknown,Unknown
Boss,2013.0,143.0,"Action, Comedy, Crime",5.1,Anthony D'Souza,Akshay Kumar,Shiv Panditt,Mithun Chakraborty
Box,2016.0,96.0,Thriller,5.841621416845562,Avijit Bose,Dibyendu Bhattacharya,Unknown,Unknown
Boxed,2021.0,115.0,Adventure,6.4,Mohd Feroz Qureshi,Mantosh Kumar,Jahina Mulla Qureshi,Mohd Feroz Qureshi
Boxer,1965.0,136.0,Drama,7.5,Radhakant,Dara Singh,Mumtaz,Azaad Irani
Boxer,1984.0,147.5,"Action, Drama, Sport",6.2,Raj N. Sippy,Tanuja,Mithun Chakraborty,Rati Agnihotri
Boxer,2019.0,164.0,Drama,5.841621416845562,Vivek,Arun Vijay,Ritika Singh,Sanjjanaa Galrani
Boy Friend,1961.0,137.0,"Drama, Romance",7.6,Naresh Saigal,Shammi Kapoor,Madhubala,Nishi
Boy Friend,1993.0,130.0,Romance,4.4,Ramesh U. Lakhiani,Sheeba,Ravi Behl,Kiran Kumar
Boyfriend.com,2018.0,121.0,Drama,5.841621416845562,Robin Chourasia,Deepti,Ajay Kumar,Swapna Pati
Boys Who Like Girls,2018.0,68.0,Documentary,6.9,Inka Achté,Aspar Husain,Vedprakash Jaiswal,Harish Sadani
Boyss Toh Boyss Hain,2013.0,124.0,Comedy,5.5,Amit Vats,Gulshan Grover,Rajkummar Rao,Anshuman Jha
Brahma,1994.0,124.0,"Crime, Drama, Mystery",5.1,K. Subhash,Govinda,Madhoo,Ayesha Jhulka
Brahma Vishnu Mahesh,1971.0,123.0,Fantasy,5.841621416845562,Babubhai Mistry,Mahipal,Uma,Trilok Kapoor
Brahmachari,1968.0,157.0,"Comedy, Drama, Musical",6.9,Bhappi Sonie,Shammi Kapoor,Rajshree,Pran
Brahmachari,1938.0,156.0,Other,5.841621416845562,Master Vinayak,Master Vinayak,Meenaxi,V.G. Jog
Brahmarshi Vishwamitra,1991.0,140.0,"Drama, Musical",7.3,N.T. Rama Rao,N.T. Rama Rao,Nandamuri Balakrishna,Bhanupriya
Brahmastra,2021.0,133.0,"Action, Adventure, Fantasy",5.841621416845562,Ayan Mukherjee,Dian Hristov,Dimple Kapadia,Amitabh Bachchan
Brainwashed,2019.0,137.0,Biography,5.841621416845562,Arjun Rao,Rajesh Bonik,Ijaz Khan,Sanam Khan
Brandy Ki Botal,1939.0,146.0,Other,5.841621416845562,Master Vinayak,Master Vinayak,V.G. Jog,Salvi
Break Ke Baad,2010.0,118.0,"Comedy, Drama, Romance",5.2,Danish Aslam,Deepika Padukone,Shahana Goswami,Sharmila Tagore
Breakaway,2011.0,101.0,"Comedy, Drama, Sport",5.7,Robert Lieberman,Vinay Virmani,Camilla Belle,Russell Peters
Breaking All the Way,2018.0,76.0,Documentary,5.841621416845562,Sunita Malpani,Bboy NeverMind,Bboy Hardluck,Bgirl ShawtyPink
Breaking Free,2015.0,82.0,"Documentary, Crime, History",6.3,Sridhar Rangayan,Vivek Anand,Manohar Elavarthi,Anand Grover
Breakup,2018.0,130.0,Romance,5.841621416845562,Munna Rizvi,Sahil Akhtar,Kuwar Aziz,Sheetal Kale
Breathtaken...,2019.0,101.0,"Animation, Action, Adventure",5.841621416845562,Unknown,Unknown,Unknown,Unknown
Breed,2020.0,121.0,Drama,9.6,Bobby Kumar,Bobby Kumar,Ashfaq,Fasih Choudhry
Bride & Prejudice,2004.0,122.0,"Comedy, Drama, Musical",6.2,Gurinder Chadha,Martin Henderson,Aishwarya Rai Bachchan,Nadira Babbar
Bride: The Dulhan,2005.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Bridge of illusion,2019.0,108.0,Thriller,5.841621416845562,Santosh Ojha,Rahat Kazmi,Prakriti Nautiyal,Ramkishan Gurjar
Brij Bhoomi,1982.0,133.0,Action,5.841621416845562,Shiv Kumar,Bharti Achrekar,Tom Alter,Aruna Irani
Brij Kau Birju,2003.0,142.0,Other,5.841621416845562,Siddharth Nagar,Jharna Dave,Ayush Pandey,Shweta Rastogi
Brij Sundari,1989.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Brina,2016.0,121.0,Drama,7.5,Pawan Kumar Sharma,Mandakini Goswami,Rajesh Jais,Sanjay Mishra
Bring Back Bihar,2009.0,76.0,Documentary,5.841621416845562,Nitin Chandra,Avatar Tulsi,Unknown,Unknown
Brochevarevarura Hindi Remake,2019.0,121.0,Drama,5.841621416845562,Karan Deol,Unknown,Unknown,Unknown
Brojaan,2019.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Broken Wings,2019.0,125.0,Drama,5.841621416845562,Shenpenn Khymsar,Sunakshi Grover,Vinay Pathak,Neetu Pande
"Brother, Superhit!",2018.0,139.0,"Action, Comedy, Drama",3.9,Neeraj Pathak,Sunny Deol,Preity Zinta,Arshad Warsi
Brothers,2015.0,156.0,"Action, Drama, Sport",6.5,Karan Malhotra,Akshay Kumar,Sidharth Malhotra,Jackie Shroff
Brunie,2019.0,130.0,Romance,5.841621416845562,Suraj Chitre,Saaikat Bagbaan,Rahul Kumar,Raayo S. Bakhirta
Bub (Father),2001.0,114.0,Drama,7.6,Jyoti Sarup,K.K. Raina,Kuber Sarup,Virendra Razdan
Bubble Gum,2011.0,116.0,Drama,7.3,Sanjivan Lal,Apoorva Arora,Tanvi Azmi,Delzad Hiwale
Buchcha,2017.0,89.0,"Adventure, Drama, Family",7.2,Pankaj Kumar,Shabana Afreen,Dharmendra Ahirwar,Pooja Bharti
Bud Naseeb,1986.0,121.0,Drama,5.841621416845562,Shiv Kumar,Ahalya,Bhakti Bhansali,Krishan Bhutani
Buddha 1936,1936.0,121.0,Drama,5.841621416845562,John Hunt,Unknown,Unknown,Unknown
Buddha in a Traffic Jam,2016.0,114.0,"Crime, Thriller",6.7,Vivek Agnihotri,Aanchal Dwivedi,Mahie Gill,Pallavi Joshi
Buddha Mar Gaya,2007.0,93.0,Comedy,2.6,Rahul Rawail,Mona Ambegaonkar,Jitender Bhargava,Birbal
Buddha Mil Gaya,1971.0,138.0,"Musical, Mystery, Drama",7.0,Hrishikesh Mukherjee,Navin Nischol,Om Prakash,Archana
Buddha.mov,2017.0,70.0,Other,6.7,Kabir Mehta,Unknown,Unknown,Unknown
Buddhu Aur DCM,1959.0,76.0,Documentary,5.841621416845562,Kantilal Rathod,Unknown,Unknown,Unknown
Budhayaan,2019.0,90.0,"Adventure, Drama, Sci-Fi",5.841621416845562,Vishwanath Batchu,Sagar,Pawan,Unknown
Budhia Singh: Born to Run,2016.0,112.0,"Biography, Drama, Sport",7.6,Soumendra Padhi,Manoj Bajpayee,Mayur Mahendra Patole,Gajraj Rao
Budtameez,1966.0,145.0,"Comedy, Drama, Romance",7.4,Manmohan Desai,Shammi Kapoor,Sadhana,Laxmi Chhaya
Bulandi,2000.0,175.0,"Action, Drama",5.4,Rama Rao Tatineni,Anil Kapoor,Rekha,Raveena Tandon
Bulandi,1945.0,121.0,Drama,5.841621416845562,Nitin Bose,Nalini Jaywant,Ashok Kumar,Unknown
Bulbbul,2020.0,94.0,"Drama, Horror, Mystery",6.6,Anvita Dutt,Tripti Dimri,Avinash Tiwary,Rahul Bose
Bulbul Can Sing,2018.0,95.0,Drama,6.8,Rima Das,Pakija Begam,Arnali Das,Manabendra Das
Bulbul Tarang,2019.0,139.0,"Comedy, Drama, Romance",5.841621416845562,Shree Narayan Singh,Sonakshi Sinha,Tahir Raj Bhasin,Raj Babbar
Bulbule,2020.0,95.0,Thriller,5.841621416845562,Manpreet Dhami,Jasmeet Singh Bhatia,Sachin K. Jaryal,Unknown
Bulbule,2014.0,119.0,Comedy,7.8,Jagat Joon,Md. Faiz Alam,Amaresh Banerjee,Anubhav Dixit
Bulbule Baghdad,1941.0,111.0,"Adventure, Fantasy, Romance",5.841621416845562,K. Amarnath,Indurani,Gulab,Jayant
Bulbule Baghdad,1932.0,142.0,Other,5.841621416845562,Nanubhai Vakil,Khatun,Sushila,Unknown
Bulbule Iran,1936.0,142.0,Other,5.841621416845562,F.R. Irani,Mahajbin,Unknown,Unknown
Bulbule Paristan,1934.0,142.0,Other,5.841621416845562,Dhirubhai Desai,Bhim,Maruti Rao,Udwadia
Bulbule Punjab,1933.0,142.0,Other,5.841621416845562,Nanubhai Vakil,Zubeida,Shahu Modak,Master Dinkar
Bull BulBul Bandook,2013.0,132.0,"Action, Romance, Western",4.8,Karan Butani,Dheerendra Dwivedi,Kay Kay Menon,Shriya Saran
Bulldog,1937.0,142.0,Other,5.841621416845562,Dwarka Khosla,Indubala,Indurani,Unknown
Bullet,1976.0,124.0,"Action, Crime, Thriller",6.9,Vijay Anand,Dev Anand,Parveen Babi,Rakesh Roshan
Bullet: Ek Dhamaka,2005.0,137.0,"Action, Drama",3.6,Irfan Khan,Saayli Buva,Natalya Gudkova,Iqbal Khan
Bullett Raja,2013.0,138.0,"Action, Crime, Drama",5.0,Tigmanshu Dhulia,Saif Ali Khan,Sonakshi Sinha,Vidyut Jammwal
Bulund,1993.0,133.0,Action,5.7,M.R. Shahjahan,Somy Ali,Mohnish Bahl,Laxmikant Berde
Bulundi,1981.0,142.0,"Action, Crime, Drama",6.6,Esmayeel Shroff,Helen,Asha Parekh,Raaj Kumar
Bumbai Bird,2017.0,85.0,Drama,5.841621416845562,Kamal Musale,Rohit Pathak,Rajiv Ranjan,Kanupriya Sharma
BumBoo,2016.0,57.0,Comedy,5.841621416845562,Madhav Mehta,Sukhmani Lamba,Rahul Tewari,Farhad Colabavala
Bumboo,2012.0,126.0,Comedy,6.0,Jagdish Rajpurohit,Kavin Dave,Sharat Saxena,Sanjay Mishra
Bumm Bumm Bole,2010.0,124.0,"Drama, Family, Thriller",6.1,Priyadarshan,Atul Kulkarni,Rituparna Sengupta,Darsheel Safary
Bumper Draw,2015.0,130.0,Comedy,4.8,Irshad Khan,Rajpal Yadav,Omkar Das Manikpuri,Subrat Dutta
Bundal Baaz,1976.0,125.0,"Comedy, Fantasy, Romance",6.6,Shammi Kapoor,Rajesh Khanna,Shammi Kapoor,Sulakshana Pandit
Bungalow No. 666,2020.0,142.0,Other,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Bunglow No. 666,1990.0,109.0,Horror,5.841621416845562,Abhilasha,Kapil Karzan,Disco Shanti,Unknown
Buniyaad,1972.0,134.0,"Drama, Family",5.7,Virendra Sinha,Rakesh Roshan,Shatrughan Sinha,Yogeeta Bali
Bunker,2020.0,98.0,"Drama, War",6.8,Jugal Raja,Abhijeet Singh,Arindita Kalita,Gaurav Gupta
Bunnu K. Endo Maye,2020.0,99.0,"Drama, Fantasy, Mystery",5.841621416845562,Ramchandra P.N.,Chitrra Jetliy,Vinnay Vishwaa,Unknown
Bunty Aur Babli,2005.0,170.0,"Comedy, Crime, Drama",6.2,Shaad Ali,Abhishek Bachchan,Rani Mukerji,Amitabh Bachchan
Bunty Aur Babli 2,2021.0,130.0,Romance,5.841621416845562,Varun V. Sharma,Rani Mukerji,Saif Ali Khan,Pankaj Tripathi
Bura Aadmi,1982.0,133.0,Action,5.841621416845562,Desh Gautam,Heena Kausar,Mahesh Kumar,Pradeep Kumar
Burhan vs afspa,2019.0,108.0,Thriller,5.841621416845562,Shahid Kazmi,Fezan Khan,Tariq Imtyaz,Mushtaq Ali
Burmah Road,1962.0,130.0,Romance,6.1,Tara Harish,Ashok Kumar,Sheikh Mukhtar,Kumkum
Bus Conductor,1959.0,121.0,Drama,5.841621416845562,Dwarka Khosla,Shyama,Prem Nath,Amarnath
Bus Ek Baar,1994.0,110.0,Romance,5.841621416845562,R. Mittal,Rajan Haksar,Bharat Kapoor,Pinchoo Kapoor
Business Is People,1976.0,142.0,Other,5.841621416845562,Bhimsain,Unknown,Unknown,Unknown
But What Was She Wearing?,2018.0,110.0,Documentary,5.841621416845562,Vaishnavi Sundar,Unknown,Unknown,Unknown
Butterfly Chase,2006.0,121.0,Drama,5.841621416845562,Mahesh Ginnilaal,Diwakar Pundir,Vijay Raj,Yashpal Sharma
Buzdil,1951.0,134.0,"Drama, Family",6.4,Shaheed Latif,Prem Nath,Nimmi,Kishore Sahu
Bye Bye Miss Goodnight,2005.0,78.0,"Comedy, Drama",6.1,Karan Kandhari,Neha Dubey,Zafar Karachiwala,Rajpal Yadav
Bye2,2020.0,48.0,"Drama, Romance",8.1,Tanveer Hashmi,Karan,Shreya Tyagi,Unknown
Bypass Road,2019.0,137.0,"Drama, Mystery, Thriller",5.4,Naman Nitin Mukesh,Neil Nitin Mukesh,Adah Sharma,Gul Panag
C Kkompany,2008.0,127.0,"Comedy, Drama, Thriller",5.4,Sachin Yardi,Tusshar Kapoor,Anupam Kher,Rajpal Yadav
C U at 9,2005.0,95.0,"Drama, Horror, Mystery",4.1,Marion Rodrigues,Isaiah,Malavikka,Kanksha
C.I.D.,1956.0,146.0,"Action, Crime, Musical",7.3,Raj Khosla,Dev Anand,Shakila,Johnny Walker
C.I.D.,1990.0,146.0,"Action, Drama",4.7,Ajay Goel,Vinod Khanna,Amrita Singh,Suresh Oberoi
C.I.D. 909,1967.0,123.0,"Action, Crime, Drama",5.8,Mohammed Hussain,Feroz Khan,Mumtaz,Helen
C.I.D. Girl,1959.0,107.0,"Crime, Mystery",5.841621416845562,Ravindra Dave,Geeta Bali,Balraj Sahni,Subbiraj
C.I.D. Silk,1986.0,133.0,Action,5.841621416845562,Anuradha,Sathaar,Silk Smitha,Unknown
Caaravaan,1999.0,133.0,Action,5.841621416845562,Kanti Shah,Unknown,Unknown,Unknown
Cabaret,2019.0,95.0,"Drama, Musical, Thriller",3.4,Kaustav Narayan Niyogi,Akshay Anand,Richa Chadha,Gulshan Devaiah
Calapor,2013.0,120.0,Drama,4.5,Dinesh P. Bhonsle,Hemant Gopal,Rituparna Sengupta,Akash Sharma
Calcutta After Midnight,1938.0,121.0,Drama,5.841621416845562,Abdul Rehman Kabuli,Unknown,Unknown,Unknown
Calcutta Mail,2003.0,128.0,"Action, Drama, Mystery",5.7,Sudhir Mishra,Anil Kapoor,Rani Mukerji,Manisha Koirala
Calendar Girls,2015.0,131.0,Drama,4.2,Madhur Bhandarkar,Akanksha Puri,Avani Modi,Kyra Dutt
Call,2000.0,176.0,"Action, Drama, Romance",6.8,Rajkumar Santoshi,Anil Kapoor,Madhuri Dixit,Namrata Shirodkar
Call for Fun,2017.0,126.0,Comedy,5.6,Janak Toprani,Priyanka Arya,Charu Asopa,Yash Chaturvedi
Call Girl,1974.0,135.0,"Drama, Family, Romance",6.6,Vijay Kapoor,Zaheera,Vikram Makandar,Iftekhar
Camp Decent,2019.0,124.0,Comedy,5.841621416845562,Sandeep Kumar Rana,Brijendra Kala,Sara Khan,Rajpal Yadav
Campus,2005.0,70.0,Romance,5.841621416845562,Clive Dev,RajasekarDop,Venki,Vettri
Campus,2019.0,142.0,Other,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Campus,2000.0,130.0,Romance,5.841621416845562,Shefali Shah,Aryan Vaid,Arif Zakaria,Unknown
Campus,2000.0,130.0,Romance,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Cancer aur Gupt Rog,1981.0,121.0,Drama,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Cant Stay Down,2018.0,115.0,Sport,5.841621416845562,Safura Ubaid,Unknown,Unknown,Unknown
Cape Karma,2007.0,90.0,"Drama, Mystery, Thriller",4.2,Pankaj Advani,Rahul Dev,Audrie Woodhouse,Gulshan Grover
Captain Azad,1964.0,133.0,Action,5.841621416845562,Hameed,Azaad Irani,Ram Rasila,G.P. Sippy
Captain Barry,1984.0,133.0,Action,3.2,Surjit Gill,Sunil Dhawan,Uma Dhawan,Benjamin Gilani
Captain Bhawani,1999.0,133.0,Action,5.841621416845562,Kodi Ramakrishna,Vinod Kumar,Kota Srinivasa Rao,Raghunath Reddy
Captain India,1960.0,133.0,Action,5.841621416845562,Kamran,Krishna Kumari,Rajan Kapoor,Baburaje
Captain Karan,1978.0,133.0,Action,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Captain Kirti Kumar,1937.0,142.0,Other,5.841621416845562,Chimanlal Luhar,Motilal,Unknown,Unknown
Captain Kishore,1940.0,141.0,"Action, Comedy",5.841621416845562,K. Amarnath,S. Nazir,Lalita Pawar,Yasmin
Captain Kishore,1957.0,137.0,"Action, Thriller",5.841621416845562,J.B.H. Wadia,Suresh,Vijaya Choudhury,Shashikala
Captain Nagarjuna,1986.0,134.0,"Drama, Romance",6.5,Rajendra Prasad V.B.,Nagarjuna Akkineni,Kushboo,Dubbing Janaki
Captain Nawab,2019.0,143.0,"Action, Drama, Thriller",5.841621416845562,Anthony D'Souza,Arvind Singh Rajpoot,Emraan Hashmi,Malvika Raaj
Captain Prabhakaran,1991.0,150.0,"Action, Thriller",7.0,R.K. Selvamani,Mansoor Ali Khan,Sarath Kumar,Ramya Krishnan
Captain Sheroo,1963.0,142.0,Other,5.841621416845562,Dharam Kumar,Helen,Paidi Jairaj,Niranjan Sharma
Captain Shiva,1996.0,133.0,Action,5.841621416845562,Kodi Ramakrishna,Sarath Babu,Sarath Kumar,Raghuvaran
Captain Vidyut,2020.0,77.0,"Animation, Action, Comedy",7.7,Atish Tripathi,Namit Das,Trisha Kale,Suresh Menon
Car Thief,1986.0,150.0,Action,7.0,Sameer Malkan,Suneil Anand,Vijayata Pandit,Kevin Mukherji
Caravan,1944.0,142.0,Other,5.841621416845562,Aspi Irani,Arun,Kesari,Sylvie St. Clair
Caravan,1971.0,161.0,"Action, Comedy, Musical",6.8,Nasir Hussain,Asha Parekh,Jeetendra,Aruna Irani
Caravan,1956.0,142.0,Other,5.841621416845562,Rafiq Rizvi,Hiralal,Yashodra Katju,Mahipal
Care of Footpath,2009.0,110.0,"Drama, Family",7.2,Kishan Shrikanth,Kishan Shrikanth,Jayashree Basavaraj,Jackie Shroff
Careless,2020.0,121.0,Drama,5.841621416845562,Alokk Srivastava,Shefali Dan,Shravani Goswami,Ramesh Goyal
Cargo,2019.0,119.0,"Drama, Fantasy, Sci-Fi",5.7,Arati Kadav,Vikrant Massey,Shweta Tripathi,Nandu Madhav
Carnival Queen,1955.0,133.0,Action,5.841621416845562,Noshir Engineer,Fearless Nadia,John Cawas,Habib
Carry on Papa,2003.0,124.0,Comedy,5.841621416845562,Shireesh Sharma,Kim Taggart,Unknown,Unknown
Cartography of Loneliness,2011.0,69.0,"Documentary, Biography",6.2,Nocem Collado,Unknown,Unknown,Unknown
Case of Bisarpani,2015.0,72.0,Horror,5.841621416845562,Abhishek Paul,Abhishek Paul,Pallavi Singh,Himanshu Kukreja
Cash,2007.0,137.0,"Action, Crime, Thriller",3.4,Anubhav Sinha,Ajay Devgn,Sunil Shetty,Zayed Khan
Cash hai to aish hai,2019.0,124.0,Comedy,5.841621416845562,Manish Vatssalya,Jimmy Sheirgill,Yuvika Chaudhary,Vrajesh Hirjee
CC2C,2009.0,154.0,"Action, Adventure, Comedy",4.1,Nikkhil Advani,Akshay Kumar,Deepika Padukone,Chia-Hui Liu
Cecilia,2015.0,83.0,Documentary,7.9,Pankaj Johar,Cecilia,Pankaj Johar,Rishi Kant
Celluloid Man,2012.0,164.0,Documentary,7.8,Shivendra Singh Dungarpur,U.R. Ananthamurthy,G. Ananthappa,Beena Antony
Censor,2001.0,165.0,Drama,3.5,Dev Anand,Dev Anand,Hema Malini,Shammi Kapoor
Cha Cha Cha,1964.0,138.0,"Musical, Romance",5.2,Chandrashekhar,Chandrashekhar,Helen,Om Prakash
Chaahat,1996.0,151.0,"Drama, Romance",5.5,Mahesh Bhatt,Naseeruddin Shah,Shah Rukh Khan,Pooja Bhatt
Chaahat Ek Nasha...,2005.0,140.0,"Drama, Romance, Thriller",3.9,Surya Prakash,Jayprakkash Shaw,Aryan Vaid,Manisha Koirala
Chaahat Ki Lahariyon,2001.0,130.0,Romance,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Chaahat Ki Raat,2005.0,108.0,Thriller,5.841621416845562,Unknown,Unknown,Unknown,Unknown
Chaal Baaz,1980.0,133.0,Action,5.841621416845562,Hari Mehra,Deepak Khanna,Jaya Kausalya,Nadira
Chaalbaaz,1989.0,155.0,"Action, Comedy, Drama",6.8,Pankaj Parashar,Sridevi,Sunny Deol,Rajinikanth
Chaalbaaz,2003.0,117.0,Action,5.8,Gautam Verma,Rajat Bedi,Mithun Chakraborty,Dinesh Hingoo
Chaalbaaz Haseena,2002.0,93.0,Thriller,5.841621416845562,Meenukumar,Salomi,Shakeela,Vetri
Chaalbaaz in London,2022.0,124.0,Comedy,5.841621416845562,Pankaj Parashar,Shraddha Kapoor,Unknown,Unknown
Chaalbaaz Leader,1970.0,121.0,Drama,5.841621416845562,Ajit Singh,Bharathi,Bharati,Bharti
